dog_SubStatusCode,Health,EnergyLevel,RespondsToCommandKennel,GoodWStrangers,StaysOnCommand,BehavesWellClass,NailCutting,Breed,Sex,GoodAppetite,FoodType,ExerciseType
0,3,4,5,5,4,0,0,Labrador Retriever,F,Yes,California Natural Lamb & Rice,"Walks, toys/tug of war, puppy playdates"
0,3,3,5,5,4,4,5,Labrador Retriever,F,Yes,California Natural Grain Free Lamb,"Puppy play 2h, 2-3 times per week, 2 - 30min walks each day, 1-2h hikes or socialization adventure (metro to smithsonian or shops) each weekend."
0,3,3,5,5,4,4,5,Labrador Retriever,F,Yes,California Natural Grain Free Lamb,"Puppy play 2h, 2-3 times per week, 2 - 30min walks each day, 1-2h hikes or socialization adventure (metro to smithsonian or shops) each weekend."
0,3,3,5,5,4,4,5,Labrador Retriever,F,Yes,California Natural Grain Free Lamb,"Puppy play 2h, 2-3 times per week, 2 - 30min walks each day, 1-2h hikes or socialization adventure (metro to smithsonian or shops) each weekend."
0,3,3,5,5,4,4,5,Labrador Retriever,F,Yes,California Natural Grain Free Lamb,"Puppy play 2h, 2-3 times per week, 2 - 30min walks each day, 1-2h hikes or socialization adventure (metro to smithsonian or shops) each weekend."
0,4,4,5,4,4,0,0,Labrador Retriever,M,Yes,Iams,Fetch and walking
0,4,4,5,4,4,0,0,Labrador Retriever,M,Yes,Iams,Fetch and walking
0,4,4,5,4,4,0,0,Labrador Retriever,M,Yes,Iams,Fetch and walking
0,3,4,5,4,4,4,5,Labrador Retriever,M,Yes,Iams Lamb and Rice,Fetch and going for walks
0,3,4,5,4,4,4,5,Labrador Retriever,M,Yes,Iams Lamb and Rice,Fetch and going for walks
0,3,4,5,4,4,4,5,Labrador Retriever,M,Yes,Iams Lamb and Rice,Fetch and going for walks
1,5,5,4,5,5,0,0,Labrador Retriever,F,Yes,Fromm Adult Gold,Walks and retrieving balls
1,5,5,4,5,5,0,0,Labrador Retriever,F,Yes,Fromm Adult Gold,Walks and retrieving balls
1,5,5,4,5,5,0,0,Labrador Retriever,F,Yes,Fromm Adult Gold,Walks and retrieving balls
1,5,4,5,5,4,3,3,Labrador Retriever,F,Yes,Fromm Adult Gold,walks and long line in fields
1,5,4,5,5,4,3,3,Labrador Retriever,F,Yes,Fromm Adult Gold,walks and long line in fields
1,5,4,5,5,4,3,3,Labrador Retriever,F,Yes,Fromm Adult Gold,walks and long line in fields
1,5,4,5,5,5,0,0,Labrador Retriever,M,Yes,Nutrisource Chicken and Rice,"Running, Swimming, Fetch, Training, Exposures"
1,5,4,5,5,5,0,0,Labrador Retriever,M,Yes,Nutrisource Chicken and Rice,"Running, Swimming, Fetch, Training, Exposures"
1,5,4,5,5,5,0,0,Labrador Retriever,M,Yes,Nutrisource Chicken and Rice,"Running, Swimming, Fetch, Training, Exposures"
0,5,5,5,5,5,4,3,Labrador Retriever,F,Yes,Iams,Fetch and walks
0,5,5,5,5,5,4,3,Labrador Retriever,F,Yes,Iams,Fetch and walks
0,5,5,5,5,5,5,4,Labrador Retriever,F,Yes,Iams,Walking and Fetch
0,5,5,5,5,5,5,4,Labrador Retriever,F,Yes,Iams,Walking and Fetch
0,5,4,5,4,3,4,3,Labrador Retriever,F,Yes,Iams puppy chow,"Walk, play with dogs, play toys"
0,5,4,5,4,3,4,3,Labrador Retriever,F,Yes,Iams puppy chow,"Walk, play with dogs, play toys"
1,5,5,4,5,4,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walking, playing with my other dog"
1,5,5,4,5,4,4,3,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walking, playing with my other dog"
0,5,3,5,4,2,4,3,Labrador Retriever,M,Yes,Iams Puppy Smart Health,walking 2 miles per day and plays in the back yard most days
0,5,3,5,4,2,4,3,Labrador Retriever,M,Yes,Iams Puppy Smart Health,walking 2 miles per day and plays in the back yard most days
0,5,3,5,4,2,4,3,Labrador Retriever,M,Yes,Iams Puppy Smart Health,walking 2 miles per day and plays in the back yard most days
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Iams large breed,daily walks & playing in back yard
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Iams large breed,daily walks & playing in back yard
0,5,4,5,5,5,4,5,Labrador Retriever,M,Yes,Iams large breed,daily walks & playing in back yard
0,5,4,2,5,4,5,1,Labrador Retriever,M,Yes,IAMS,"walks, runs in backyard, much playtime"
0,5,5,5,5,5,4,5,Labrador Retriever,M,Yes,Iams,plays in backyard with family dog
1,5,4,5,5,5,3,5,Labrador Retriever,M,Yes,Imas,Walk/ puppy play/ball
1,5,4,5,5,5,3,5,Labrador Retriever,M,Yes,Imas,Walk/ puppy play/ball
0,5,4,4,5,4,4,3,Labrador Retriever,F,Yes,Purina Pro Plan large breed formula,"walking, slow jogging, playing with toys with me and playing with mellow lab"
0,5,4,4,5,4,4,3,Labrador Retriever,F,Yes,Purina Pro Plan large breed formula,"walking, slow jogging, playing with toys with me and playing with mellow lab"
0,5,4,4,5,4,4,3,Labrador Retriever,F,Yes,Purina Pro Plan large breed formula,"walking, slow jogging, playing with toys with me and playing with mellow lab"
0,5,4,4,5,4,4,3,Labrador Retriever,F,Yes,Purina Pro Plan large breed formula,"walking, slow jogging, playing with toys with me and playing with mellow lab"
0,5,5,1,5,4,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow,walks/runs/plays
0,5,5,1,5,4,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow,walks/runs/plays
0,5,5,4,5,4,3,4,Labrador Retriever,M,Yes,Iams,"Walking, running, swimming when warm enough"
0,5,5,4,5,4,3,4,Labrador Retriever,M,Yes,Iams,"Walking, running, swimming when warm enough"
0,5,5,5,5,4,4,5,Labrador Retriever,F,Yes,Natural Balance Limited Ingredent,"walking in stores, playing with humans"
0,5,5,5,5,4,4,5,Labrador Retriever,F,Yes,Natural Balance Limited Ingredent,"walking in stores, playing with humans"
0,5,4,5,5,4,5,3,Labrador Retriever,M,Yes,Iams puppy chow,"Daily walks, plays with our dogs and kids"
0,5,4,5,5,4,5,3,Labrador Retriever,M,Yes,Iams puppy chow,"Daily walks, plays with our dogs and kids"
0,5,4,5,5,4,5,3,Labrador Retriever,M,Yes,Iams puppy chow,"Daily walks, plays with our dogs and kids"
0,5,4,5,5,4,5,3,Labrador Retriever,M,Yes,Iams puppy chow,"Daily walks, plays with our dogs and kids"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,iams mini chunck,"Frequent walks, plays with other dogs indoors and out"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,iams mini chunck,"Frequent walks, plays with other dogs indoors and out"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,iams mini chunck,"Frequent walks, plays with other dogs indoors and out"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,iams mini chunck,"Frequent walks, plays with other dogs indoors and out"
0,4,4,4,5,4,0,0,Labrador Retriever,F,Yes,Iams,"Mostly play with people, walks often, sometimes plays with other dogs"
0,4,4,4,5,4,0,0,Labrador Retriever,F,Yes,Iams,"Mostly play with people, walks often, sometimes plays with other dogs"
0,4,4,4,5,4,0,0,Labrador Retriever,F,Yes,Iams,"Mostly play with people, walks often, sometimes plays with other dogs"
0,4,4,4,5,4,0,0,Labrador Retriever,F,Yes,Iams,"Mostly play with people, walks often, sometimes plays with other dogs"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Hills Science,"walking, running"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Hills Science,"walking, running"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Hills Science,"walking, running"
0,5,5,4,5,3,4,1,Labrador Retriever,F,Yes,Hills Science Puppy,"running around at park, chasing ball, follow me"
0,5,5,4,5,3,4,1,Labrador Retriever,F,Yes,Hills Science Puppy,"running around at park, chasing ball, follow me"
0,5,5,4,5,3,4,1,Labrador Retriever,F,Yes,Hills Science Puppy,"running around at park, chasing ball, follow me"
1,5,4,5,5,3,4,5,Labrador Retriever,M,Yes,Iams weight control,Walks
1,5,4,5,5,3,4,5,Labrador Retriever,M,Yes,Iams weight control,Walks
1,5,5,3,5,3,4,5,Labrador Retriever,M,Yes,Iams puppy,Walks playing in yard with other dogs and play with kids
1,5,5,3,5,3,4,5,Labrador Retriever,M,Yes,Iams puppy,Walks playing in yard with other dogs and play with kids
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,5,5,5,3,3,3,4,Labrador Retriever,F,Yes,Iams Adult lamb and rice,"walking, playing tugs with other dog, play groups, errands"
0,4,4,5,4,3,5,1,Labrador Retriever,F,Yes,Iams Healthy Naturals,"Before Secret went into heat, we'd go on 2 long walks practically every day. We'd go to a friend's fenced-in backyard 2x/week and Secret would run w/Manny and 2 other dogs. We would play catch in our backyard on the long leashseveral times/week(now it's t"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams,"jogging, ball/frisbee play, walking"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams,"jogging, ball/frisbee play, walking"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams,"jogging, ball/frisbee play, walking"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams,"jogging, ball/frisbee play, walking"
1,5,5,4,5,0,0,0,Labrador Retriever,F,Yes,Iams,jog 1.5 mi./day & play exercise
1,5,5,4,5,0,0,0,Labrador Retriever,F,Yes,Iams,jog 1.5 mi./day & play exercise
1,5,5,4,5,0,0,0,Labrador Retriever,F,Yes,Iams,jog 1.5 mi./day & play exercise
1,5,5,4,5,0,0,0,Labrador Retriever,F,Yes,Iams,jog 1.5 mi./day & play exercise
0,5,5,5,5,4,4,5,Labrador Retriever,M,Yes,I am,"daily walk, play outside, play inside"
0,5,5,5,5,4,4,5,Labrador Retriever,M,Yes,I am,"daily walk, play outside, play inside"
1,5,4,4,5,4,0,0,Labrador Retriever,M,Yes,Iams Proactive Health-Lamb and Rice,"Walks, playing with other dogs, fetch"
1,5,4,4,5,4,0,0,Labrador Retriever,M,Yes,Iams Proactive Health-Lamb and Rice,"Walks, playing with other dogs, fetch"
1,4,5,4,4,4,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow,"Walks, Playing with other dogs"
1,4,5,4,4,4,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow,"Walks, Playing with other dogs"
1,4,4,3,3,2,4,3,Labrador Retriever,F,Yes,Iams Puppy Chow,"Walks, Playing with other dogs, playing with people in the house."
1,4,4,3,3,2,4,3,Labrador Retriever,F,Yes,Iams Puppy Chow,"Walks, Playing with other dogs, playing with people in the house."
1,4,4,3,3,2,4,3,Labrador Retriever,F,Yes,Iams Puppy Chow,"Walks, Playing with other dogs, playing with people in the house."
1,5,2,4,5,5,0,0,Labrador Retriever,F,Yes,Iams Lamb and Rice,"Walks; Puppy Play, Fetch"
1,5,2,4,5,5,0,0,Labrador Retriever,F,Yes,Iams Lamb and Rice,"Walks; Puppy Play, Fetch"
1,5,2,4,5,5,0,0,Labrador Retriever,F,Yes,Iams Lamb and Rice,"Walks; Puppy Play, Fetch"
0,5,5,2,5,3,3,4,Labrador Retriever,M,Yes,Iams low residue and Iams smart puppy,chases toy on tennis court every day. 3x daily walks. Food puzzle toy every morning
0,5,5,2,5,3,3,4,Labrador Retriever,M,Yes,Iams low residue and Iams smart puppy,chases toy on tennis court every day. 3x daily walks. Food puzzle toy every morning
0,5,4,4,4,4,0,0,Labrador Retriever,M,Yes,Nutro,"Walks, fetch, playing with our other dog"
0,5,4,4,4,4,0,0,Labrador Retriever,M,Yes,Nutro,"Walks, fetch, playing with our other dog"
0,5,4,4,4,4,0,0,Labrador Retriever,M,Yes,Nutro,"Walks, fetch, playing with our other dog"
0,3,4,4,5,3,3,3,Labrador Retriever,M,Yes,Nutro Natural Choice,Walks/house play/play with family dog
0,3,4,4,5,3,3,3,Labrador Retriever,M,Yes,Nutro Natural Choice,Walks/house play/play with family dog
0,3,4,4,5,3,3,3,Labrador Retriever,M,Yes,Nutro Natural Choice,Walks/house play/play with family dog
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy Food,Plays fetch and walk
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy Food,Plays fetch and walk
0,5,4,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Puppy Food,Plays fetch and walk
0,3,4,5,5,4,0,0,Labrador Retriever,M,Yes,Iams,two walks a day
0,3,4,5,5,4,0,0,Labrador Retriever,M,Yes,Iams,two walks a day
0,3,4,5,5,4,0,0,Labrador Retriever,M,Yes,Iams,two walks a day
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,5,3,Labrador Retriever,M,Yes,Purina Lamb and Rice Formula,Walking/ Running
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
1,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,iams lamb and rice,"walking, playing"
0,5,5,4,4,3,4,4,Labrador Retriever,M,Yes,Iams puppy chow  ?,running/walks/playing toys/
0,5,5,4,4,3,4,4,Labrador Retriever,M,Yes,Iams puppy chow  ?,running/walks/playing toys/
0,5,5,4,4,3,4,4,Labrador Retriever,M,Yes,Iams puppy chow  ?,running/walks/playing toys/
0,3,5,4,5,4,0,0,Labrador Retriever,M,Yes,Iams Rice and Lamb,Daily walks/Play with and with out other dogs
0,3,5,4,5,4,0,0,Labrador Retriever,M,Yes,Iams Rice and Lamb,Daily walks/Play with and with out other dogs
0,3,5,4,5,4,0,0,Labrador Retriever,M,Yes,Iams Rice and Lamb,Daily walks/Play with and with out other dogs
1,4,4,4,5,4,0,0,Labrador Retriever,F,Yes,Earthborn Coastal Grain Free mixed with Natural Balance Alpha Dog Lamb,3 mile walks; daily running/horse play with other dogs in fenced in yard; outings
1,4,4,4,5,4,0,0,Labrador Retriever,F,Yes,Earthborn Coastal Grain Free mixed with Natural Balance Alpha Dog Lamb,3 mile walks; daily running/horse play with other dogs in fenced in yard; outings
1,4,5,3,5,4,3,4,Labrador Retriever,F,Yes,Taste of Wild Puppy - Bison,"Free exercise in fenced-in yard with 2 other dogs, plus normal dog play indoors"
1,4,5,3,5,4,3,4,Labrador Retriever,F,Yes,Taste of Wild Puppy - Bison,"Free exercise in fenced-in yard with 2 other dogs, plus normal dog play indoors"
0,3,4,4,4,4,0,0,Labrador Retriever,F,Yes,Purina One,"Walk, fetch, tug, running around lawn"
0,3,4,4,4,4,0,0,Labrador Retriever,F,Yes,Purina One,"Walk, fetch, tug, running around lawn"
0,5,4,4,5,2,4,4,Labrador Retriever,F,Yes,Purina Puppy Chow,"Walks, long line in field, tug of war, fetch"
0,5,4,4,5,2,4,4,Labrador Retriever,F,Yes,Purina Puppy Chow,"Walks, long line in field, tug of war, fetch"
0,4,5,5,5,4,3,5,Labrador Retriever,M,Yes,Iams puppy chow,Walking and playing
0,4,5,5,5,4,3,5,Labrador Retriever,M,Yes,Iams puppy chow,Walking and playing
0,3,5,5,4,5,0,0,Labrador Retriever,M,Yes,Iams Adult Large Breed - Green bag,"Mostly long walks. Some play date runs with another puppy, Some swimming for short periods during long walks."
0,3,5,5,4,5,0,0,Labrador Retriever,M,Yes,Iams Adult Large Breed - Green bag,"Mostly long walks. Some play date runs with another puppy, Some swimming for short periods during long walks."
0,3,4,5,5,2,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow,Walking and exercising - training
0,3,4,5,5,2,4,5,Labrador Retriever,M,Yes,Iams Puppy Chow,Walking and exercising - training
0,5,5,5,4,3,0,0,Labrador Retriever,M,Yes,Iams,"Walking, training, sidewalks, cross walks"
0,5,5,5,4,3,0,0,Labrador Retriever,M,Yes,Iams,"Walking, training, sidewalks, cross walks"
0,5,5,3,5,5,0,0,Labrador Retriever,F,Yes,Iams,"Walking, fetch, play dates"
0,5,5,3,5,5,0,0,Labrador Retriever,F,Yes,Iams,"Walking, fetch, play dates"
0,5,5,5,5,0,2,3,Labrador Retriever,F,Yes,Iams,"Walking, running, jumping"
0,5,5,5,5,0,2,3,Labrador Retriever,F,Yes,Iams,"Walking, running, jumping"
0,5,4,5,5,3,3,4,Labrador Retriever,F,Yes,Iams puppy chow,"short walks, ball play"
0,5,4,5,5,3,3,4,Labrador Retriever,F,Yes,Iams puppy chow,"short walks, ball play"
0,5,4,5,5,3,3,4,Labrador Retriever,F,Yes,Iams puppy chow,"short walks, ball play"
0,5,4,5,5,3,3,4,Labrador Retriever,F,Yes,Iams puppy chow,"short walks, ball play"
0,5,4,4,3,4,2,4,Labrador Retriever,F,Yes,Purina One,"Walks, Playtime"
0,5,4,4,3,4,2,4,Labrador Retriever,F,Yes,Purina One,"Walks, Playtime"
0,5,4,4,3,4,2,4,Labrador Retriever,F,Yes,Purina One,"Walks, Playtime"
0,5,4,4,3,4,2,4,Labrador Retriever,F,Yes,Purina One,"Walks, Playtime"
1,5,5,3,5,3,5,3,Labrador Retriever,F,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.
1,5,5,3,5,3,5,3,Labrador Retriever,F,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.
1,5,5,3,5,3,5,3,Labrador Retriever,F,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.
1,5,5,3,5,3,5,3,Labrador Retriever,F,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.
1,5,5,3,5,3,5,3,Labrador Retriever,F,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.
1,5,5,3,5,3,5,3,Labrador Retriever,F,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle
1,5,5,4,5,3,4,5,Labrador Retriever,F,Yes,Iams,Backyard play with my pet dog; walks
1,5,5,4,5,3,4,5,Labrador Retriever,F,Yes,Iams,Backyard play with my pet dog; walks
1,3,5,5,4,3,3,5,Labrador Retriever,F,Yes,Iams Lamb and Rice,"She plays with other dogs daily and is always the leader of play, she lives on a college campus so is always moving around"
1,3,5,5,4,3,3,5,Labrador Retriever,F,Yes,Iams Lamb and Rice,"She plays with other dogs daily and is always the leader of play, she lives on a college campus so is always moving around"
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Iams Lamb and Rice,Walks/Stairs/Around campus etc
1,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Iams Lamb and Rice,Walks/Stairs/Around campus etc
0,5,5,5,5,3,3,4,Labrador Retriever,M,Yes,iams puppy,"walking,light jogging,playing fetch indoors"
0,5,5,5,5,3,3,4,Labrador Retriever,M,Yes,iams puppy,"walking,light jogging,playing fetch indoors"
0,5,5,5,5,3,3,4,Labrador Retriever,M,Yes,iams puppy,"walking,light jogging,playing fetch indoors"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed,"Runing, playing, walking"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed,"Runing, playing, walking"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,Purina Pro Plan Large Breed,"Runing, playing, walking"
0,5,5,4,5,1,4,3,Labrador Retriever,F,Yes,Iams puppy,"fetch, walks, tug,"
0,3,5,3,5,4,0,0,Labrador Retriever,F,Yes,Taste of the Wild,"Walk, swim, fetch, play w other dogs"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Jeni's Homemade,"Playing with our other dog, playing with us, walks, playing in the backyard"
1,5,5,5,5,5,4,5,Labrador Retriever,F,Yes,Jeni's Homemade,"Playing with our other dog, playing with us, walks, playing in the backyard"
0,4,5,4,4,4,4,4,Labrador Retriever,F,Yes,Iams,Walk and Play
0,4,5,4,4,4,4,4,Labrador Retriever,F,Yes,Iams,Walk and Play
0,4,5,4,4,4,4,4,Labrador Retriever,F,Yes,Iams,Walk and Play
0,4,5,4,4,4,4,4,Labrador Retriever,F,Yes,Iams,Walk and Play
0,5,4,4,4,4,4,3,Labrador Retriever,F,Yes,Iams,Walks and play
0,5,4,4,4,4,4,3,Labrador Retriever,F,Yes,Iams,Walks and play
0,5,4,4,4,4,4,3,Labrador Retriever,F,Yes,Iams,Walks and play
0,5,4,4,4,4,4,3,Labrador Retriever,F,Yes,Iams,Walks and play
0,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Iams,"1 - 1.5 hour daily pack walk, backyard playtime"
0,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Iams,"1 - 1.5 hour daily pack walk, backyard playtime"
0,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Iams,"1 - 1.5 hour daily pack walk, backyard playtime"
0,5,5,5,5,5,0,0,Labrador Retriever,F,Yes,Iams,"1 - 1.5 hour daily pack walk, backyard playtime"
0,5,5,5,5,5,2,3,Labrador Retriever,M,Yes,Iams,Walks/training/playing
0,5,5,5,5,5,2,3,Labrador Retriever,M,Yes,Iams,Walks/training/playing
0,5,5,5,5,5,2,3,Labrador Retriever,M,Yes,Iams,Walks/training/playing
0,5,5,5,5,4,4,3,Labrador Retriever,M,Yes,Iams,"Walks, plays fetch, plays outside"
0,5,5,5,5,4,4,3,Labrador Retriever,M,Yes,Iams,"Walks, plays fetch, plays outside"
0,5,5,5,5,4,4,3,Labrador Retriever,M,Yes,Iams,"Walks, plays fetch, plays outside"
0,4,3,4,4,0,4,0,Labrador Retriever,F,Yes,Pedigree Puppy,Lots(!) of energy.
0,4,3,4,4,0,4,0,Labrador Retriever,F,Yes,Pedigree Puppy,Lots(!) of energy.
0,4,3,4,4,0,4,0,Labrador Retriever,F,Yes,Pedigree Puppy,Lots(!) of energy.
0,4,3,4,4,0,4,0,Labrador Retriever,F,Yes,Pedigree Puppy,Lots(!) of energy.
0,4,3,4,4,0,4,0,Labrador Retriever,F,Yes,Pedigree Puppy,Lots(!) of energy.
0,5,5,4,4,4,4,2,Labrador Retriever,F,Yes,IAMS Lamb and Rice,"walking, toy playing, other dogs"
0,5,5,4,4,4,4,2,Labrador Retriever,F,Yes,IAMS Lamb and Rice,"walking, toy playing, other dogs"
0,5,5,4,4,4,4,2,Labrador Retriever,F,Yes,IAMS Lamb and Rice,"walking, toy playing, other dogs"
0,5,5,4,4,4,4,2,Labrador Retriever,F,Yes,IAMS Lamb and Rice,"walking, toy playing, other dogs"
0,5,5,4,4,4,4,2,Labrador Retriever,F,Yes,IAMS Lamb and Rice,"walking, toy playing, other dogs"
0,4,5,4,4,4,3,3,Labrador Retriever,M,Yes,Canidae - lg brd puppy,Walking and ball play on occasion
0,4,5,4,4,4,3,3,Labrador Retriever,M,Yes,Canidae - lg brd puppy,Walking and ball play on occasion
0,4,5,4,4,4,3,3,Labrador Retriever,M,Yes,Canidae - lg brd puppy,Walking and ball play on occasion
0,5,5,3,5,4,3,4,Labrador Retriever,M,Yes,Natural Balance,"Walks, short runs, playing on long leash, hikes"
0,5,5,3,5,4,3,4,Labrador Retriever,M,Yes,Natural Balance,"Walks, short runs, playing on long leash, hikes"
0,5,5,3,5,4,3,4,Labrador Retriever,M,Yes,Natural Balance,"Walks, short runs, playing on long leash, hikes"
0,5,3,4,4,4,2,4,Labrador Retriever,F,Yes,IAMS,"Outdoor walking and play. Also, indoor play."
0,5,3,4,4,4,2,4,Labrador Retriever,F,Yes,IAMS,"Outdoor walking and play. Also, indoor play."
0,5,3,5,3,3,3,4,Labrador Retriever,F,Yes,IAMS and Pedigree,walking and playing on long leash
0,5,3,5,3,3,3,4,Labrador Retriever,F,Yes,IAMS and Pedigree,walking and playing on long leash
1,5,5,5,5,4,2,2,Labrador Retriever,F,Yes,Iams - puppy food,"walks, play fetch, play dates,"
1,5,5,5,5,4,2,2,Labrador Retriever,F,Yes,Iams - puppy food,"walks, play fetch, play dates,"
0,4,5,4,5,4,3,5,Labrador Retriever,M,Yes,Iams,"Playing in fenced yard, tugging, playing with our other dog, walks"
0,4,5,4,5,4,3,5,Labrador Retriever,M,Yes,Iams,"Playing in fenced yard, tugging, playing with our other dog, walks"
