dog_SubStatusCode,Age,Health,StoolFirm,EnergyLevel,EliminationInCrate,QuietInCrate,RespondsToCommandKennel,BarksExcessively,RaidsGarbage,CounterSurfingJumpOnDoors,JumpOnPeople,GoodWStrangers,WalksWellOnLeash,TrafficFear,NoiseFear,SitsOnCommand,StaysOnCommand,BehavesWellClass,BehavesWellClass.1,EarCleaning,NailCutting,Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,DayInLife
1,3,4,5,5,5,5,3,4,5,5,1,5,4,3,5,4,4,3,3,4,4,Labrador Retriever,Black,F,MA,Yes,Taste of Wild Puppy - Bison,"Free exercise in fenced-in yard with 2 other dogs, plus normal dog play indoors","I am, currently, not employed, but may be looking for some flexible, part-time work next year.  So, right now my schedule is completely flexible.  Any work I sign up for next year will allow for flexibility as a requirement.  My husband works at home the majority of the time, with office trips 0 - 4 days a week.   Mostly--he is home.  So, if I leave for a while, the pup has someone to say with.  Pup won't be left alone at all until she/he feels safe in a crate.  We have two dogs--one sluggly golden and one high-energy shepherd is loves to teach and play with puppies!  She is so good at teaching them--it is adorable to watch!  Course--she tries to teach them undesirable things as well, sometimes, so we watch her instructions constantly!  We walk our dogs 4 miles a day, so will incorporate that into the puppies routine when pup is able.  We have a large fenced in yard (6 ft vinyl), so there is lots of opportunity for play time and exercise.  Plus--I need to get out of the house!  So, the pup will be going everywhere!  I am hoping you will give us a vest as soon as possible so I can work the pup up to shopping with us and going to restaurants on a regular basis.  Besides--you need to get those pups out in public so people know who you are around here!!!!"
0,3,3,4,4,4,3,4,3,3,3,2,4,3,4,4,4,4,0,0,0,0,Labrador Retriever,Black,F,NY,Yes,Purina One,"Walk, fetch, tug, running around lawn","I am currently a college student at Alfred University, but when I am at home, I live in a condo with my Mom.  I think that living on a campus with a dog would be a great experience because there are many opportunities for socialization.  I am easily able to get back to my room between classes to take the puppy on bathroom breaks and for some exercise.  I have had experience puppy sitting, so a typical day for me is waking up at about 8:00am to take the puppy outside for about 30-45 minutes to ""get busy"" and some play time.  Then after getting ready for the day, I go to my classes for a few hours, and at lunch time I come back to my room.  During this time, I spent it by eating my lunch and then going for a walk throughout the campus with the puppy.  After a few more classes, I went to work and was able to bring the puppy with me.  Then I took him to the dining hall with me while I got some dinner and practiced some of his skills.  Not every day of the week for me looks like this, but I know that I am able to incorporate a puppy into my schedule nicely.  Especially once my puppy is a little older, I will be able to bring her/him to some of my classes.  However, I do live in a dorm/ condo on breaks so it is preferred that I am matched with a puppy that doesn't love to bark a lot.  Although I realize it is much my responsibility to teach her/him to not do that.  I am very excited for this opportunity!"
0,3,3,4,4,4,3,4,3,3,3,2,4,3,4,4,4,4,0,0,0,0,Labrador Retriever,Black,F,NY,Yes,Purina One,"Walk, fetch, tug, running around lawn","I am currently a college student at Alfred University, but when I am at home, I live in a condo with my Mom.  I think that living on a campus with a dog would be a great experience because there are many opportunities for socialization.  I am easily able to get back to my room between classes to take the puppy on bathroom breaks and for some exercise.  I have had experience puppy sitting, so a typical day for me is waking up at about 8:00am to take the puppy outside for about 30-45 minutes to ""get busy"" and some play time.  Then after getting ready for the day, I go to my classes for a few hours, and at lunch time I come back to my room.  During this time, I spent it by eating my lunch and then going for a walk throughout the campus with the puppy.  After a few more classes, I went to work and was able to bring the puppy with me.  Then I took him to the dining hall with me while I got some dinner and practiced some of his skills.  Not every day of the week for me looks like this, but I know that I am able to incorporate a puppy into my schedule nicely.  Especially once my puppy is a little older, I will be able to bring her/him to some of my classes.  However, I do live in a dorm/ condo on breaks so it is preferred that I am matched with a puppy that doesn't love to bark a lot.  Although I realize it is much my responsibility to teach her/him to not do that.  I am very excited for this opportunity!"
0,3,5,4,4,5,2,4,4,3,2,3,5,4,4,4,4,2,4,4,4,4,Labrador Retriever,Black,F,NY,Yes,Purina Puppy Chow,"Walks, long line in field, tug of war, fetch","I am currently a college student at Alfred University, but when I am at home, I live in a condo with my Mom.  I think that living on a campus with a dog would be a great experience because there are many opportunities for socialization.  I am easily able to get back to my room between classes to take the puppy on bathroom breaks and for some exercise.  I have had experience puppy sitting, so a typical day for me is waking up at about 8:00am to take the puppy outside for about 30-45 minutes to ""get busy"" and some play time.  Then after getting ready for the day, I go to my classes for a few hours, and at lunch time I come back to my room.  During this time, I spent it by eating my lunch and then going for a walk throughout the campus with the puppy.  After a few more classes, I went to work and was able to bring the puppy with me.  Then I took him to the dining hall with me while I got some dinner and practiced some of his skills.  Not every day of the week for me looks like this, but I know that I am able to incorporate a puppy into my schedule nicely.  Especially once my puppy is a little older, I will be able to bring her/him to some of my classes.  However, I do live in a dorm/ condo on breaks so it is preferred that I am matched with a puppy that doesn't love to bark a lot.  Although I realize it is much my responsibility to teach her/him to not do that.  I am very excited for this opportunity!"
0,3,5,4,4,5,2,4,4,3,2,3,5,4,4,4,4,2,4,4,4,4,Labrador Retriever,Black,F,NY,Yes,Purina Puppy Chow,"Walks, long line in field, tug of war, fetch","I am currently a college student at Alfred University, but when I am at home, I live in a condo with my Mom.  I think that living on a campus with a dog would be a great experience because there are many opportunities for socialization.  I am easily able to get back to my room between classes to take the puppy on bathroom breaks and for some exercise.  I have had experience puppy sitting, so a typical day for me is waking up at about 8:00am to take the puppy outside for about 30-45 minutes to ""get busy"" and some play time.  Then after getting ready for the day, I go to my classes for a few hours, and at lunch time I come back to my room.  During this time, I spent it by eating my lunch and then going for a walk throughout the campus with the puppy.  After a few more classes, I went to work and was able to bring the puppy with me.  Then I took him to the dining hall with me while I got some dinner and practiced some of his skills.  Not every day of the week for me looks like this, but I know that I am able to incorporate a puppy into my schedule nicely.  Especially once my puppy is a little older, I will be able to bring her/him to some of my classes.  However, I do live in a dorm/ condo on breaks so it is preferred that I am matched with a puppy that doesn't love to bark a lot.  Although I realize it is much my responsibility to teach her/him to not do that.  I am very excited for this opportunity!"
0,3,4,4,5,5,5,5,5,5,5,2,5,3,4,4,5,4,3,3,5,5,Labrador Retriever,Black,M,CT,Yes,Iams puppy chow,Walking and playing,"We live in a townhouse in a quiet cul-de-sac condo community. Dogs are permitted, but perhaps a dog that is not too barky would be best for us. A Typical day for me (Pierre): I am a student and currently spend about 20 hours at classes away from home per week. A typical day is 3.5hrs of time away from home, one day is a long day, 8hrs away from home. I do a minimum of 8hrs of exercise a week, currently a combination of cycling & walking. Laura is self-employed and works in a home office. Laura spends about 10hrs. doing exercise, sometimes cycling, or walking and sometimes at the gym. There are also appointments away from the home office. In any given week, there are likely 6-8hrs. of time shopping, running errands and meeting with various people outside the home. Pierre and Laura have scheduled their time so that usually someone is at home, if the other person is out."
0,3,4,4,5,5,5,5,5,5,5,2,5,3,4,4,5,4,3,3,5,5,Labrador Retriever,Black,M,CT,Yes,Iams puppy chow,Walking and playing,"We live in a townhouse in a quiet cul-de-sac condo community. Dogs are permitted, but perhaps a dog that is not too barky would be best for us. A Typical day for me (Pierre): I am a student and currently spend about 20 hours at classes away from home per week. A typical day is 3.5hrs of time away from home, one day is a long day, 8hrs away from home. I do a minimum of 8hrs of exercise a week, currently a combination of cycling & walking. Laura is self-employed and works in a home office. Laura spends about 10hrs. doing exercise, sometimes cycling, or walking and sometimes at the gym. There are also appointments away from the home office. In any given week, there are likely 6-8hrs. of time shopping, running errands and meeting with various people outside the home. Pierre and Laura have scheduled their time so that usually someone is at home, if the other person is out."
0,3,3,4,5,5,5,5,3,5,5,3,4,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,M,CT,Yes,Iams Adult Large Breed - Green bag,"Mostly long walks. Some play date runs with another puppy, Some swimming for short periods during long walks.","We live in a townhouse in a quiet cul-de-sac condo community. Dogs are permitted, but perhaps a dog that is not too barky would be best for us. A Typical day for me (Pierre): I am a student and currently spend about 20 hours at classes away from home per week. A typical day is 3.5hrs of time away from home, one day is a long day, 8hrs away from home. I do a minimum of 8hrs of exercise a week, currently a combination of cycling & walking. Laura is self-employed and works in a home office. Laura spends about 10hrs. doing exercise, sometimes cycling, or walking and sometimes at the gym. There are also appointments away from the home office. In any given week, there are likely 6-8hrs. of time shopping, running errands and meeting with various people outside the home. Pierre and Laura have scheduled their time so that usually someone is at home, if the other person is out."
0,3,3,4,5,5,5,5,3,5,5,3,4,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,M,CT,Yes,Iams Adult Large Breed - Green bag,"Mostly long walks. Some play date runs with another puppy, Some swimming for short periods during long walks.","We live in a townhouse in a quiet cul-de-sac condo community. Dogs are permitted, but perhaps a dog that is not too barky would be best for us. A Typical day for me (Pierre): I am a student and currently spend about 20 hours at classes away from home per week. A typical day is 3.5hrs of time away from home, one day is a long day, 8hrs away from home. I do a minimum of 8hrs of exercise a week, currently a combination of cycling & walking. Laura is self-employed and works in a home office. Laura spends about 10hrs. doing exercise, sometimes cycling, or walking and sometimes at the gym. There are also appointments away from the home office. In any given week, there are likely 6-8hrs. of time shopping, running errands and meeting with various people outside the home. Pierre and Laura have scheduled their time so that usually someone is at home, if the other person is out."
0,3,3,3,4,4,4,5,3,5,5,3,5,3,3,3,4,2,4,4,5,5,Labrador Retriever,Black,M,CT,Yes,Iams Puppy Chow,Walking and exercising - training,"Currently, I am not working.  My oldest son is away at college and National Guard training.  My middle son is working and not living home right now.  My youngest, my daughter is a senior in high school and is around to help out if needed.  I have been thinking of working part time but will make sure someone is here with the pup at all times.  I live in a wooded area, at the end of a cul de sac a house on one side (empty at the moment) and woods on the other.  I take my daughter to school some days about half hour away in West Hartford, CT so thought that would provide great walking training on sidewalks, busy streets, people, etc.  I have two golden retriever's very good dogs, female who is 4 and a male who is 2, also a make cat who very gently, he is 4.  Weekends my husband and I are home usually maybe traveling to our oldest sons hockey game or our daughters horse show but who take the pup with us, just as we did when our goldens were young.  We have plenty of room in the yard and we spend lots of time outside with the goldens, playing ball and exercising them."
0,3,3,3,4,4,4,5,3,5,5,3,5,3,3,3,4,2,4,4,5,5,Labrador Retriever,Black,M,CT,Yes,Iams Puppy Chow,Walking and exercising - training,"Currently, I am not working.  My oldest son is away at college and National Guard training.  My middle son is working and not living home right now.  My youngest, my daughter is a senior in high school and is around to help out if needed.  I have been thinking of working part time but will make sure someone is here with the pup at all times.  I live in a wooded area, at the end of a cul de sac a house on one side (empty at the moment) and woods on the other.  I take my daughter to school some days about half hour away in West Hartford, CT so thought that would provide great walking training on sidewalks, busy streets, people, etc.  I have two golden retriever's very good dogs, female who is 4 and a male who is 2, also a make cat who very gently, he is 4.  Weekends my husband and I are home usually maybe traveling to our oldest sons hockey game or our daughters horse show but who take the pup with us, just as we did when our goldens were young.  We have plenty of room in the yard and we spend lots of time outside with the goldens, playing ball and exercising them."
0,3,5,5,5,5,5,5,5,5,5,3,4,3,4,5,5,3,0,0,0,0,Labrador Retriever,Black,M,CT,Yes,Iams,"Walking, training, sidewalks, cross walks","Currently, I am not working.  My oldest son is away at college and National Guard training.  My middle son is working and not living home right now.  My youngest, my daughter is a senior in high school and is around to help out if needed.  I have been thinking of working part time but will make sure someone is here with the pup at all times.  I live in a wooded area, at the end of a cul de sac a house on one side (empty at the moment) and woods on the other.  I take my daughter to school some days about half hour away in West Hartford, CT so thought that would provide great walking training on sidewalks, busy streets, people, etc.  I have two golden retriever's very good dogs, female who is 4 and a male who is 2, also a make cat who very gently, he is 4.  Weekends my husband and I are home usually maybe traveling to our oldest sons hockey game or our daughters horse show but who take the pup with us, just as we did when our goldens were young.  We have plenty of room in the yard and we spend lots of time outside with the goldens, playing ball and exercising them."
0,3,5,5,5,5,5,5,5,5,5,3,4,3,4,5,5,3,0,0,0,0,Labrador Retriever,Black,M,CT,Yes,Iams,"Walking, training, sidewalks, cross walks","Currently, I am not working.  My oldest son is away at college and National Guard training.  My middle son is working and not living home right now.  My youngest, my daughter is a senior in high school and is around to help out if needed.  I have been thinking of working part time but will make sure someone is here with the pup at all times.  I live in a wooded area, at the end of a cul de sac a house on one side (empty at the moment) and woods on the other.  I take my daughter to school some days about half hour away in West Hartford, CT so thought that would provide great walking training on sidewalks, busy streets, people, etc.  I have two golden retriever's very good dogs, female who is 4 and a male who is 2, also a make cat who very gently, he is 4.  Weekends my husband and I are home usually maybe traveling to our oldest sons hockey game or our daughters horse show but who take the pup with us, just as we did when our goldens were young.  We have plenty of room in the yard and we spend lots of time outside with the goldens, playing ball and exercising them."
0,3,5,5,5,5,4,3,4,4,4,4,5,3,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Iams,"Walking, fetch, play dates","M-F: Karen, Zach have a routine with work/school between 7-5. Karen works from home 2-3 times per week. Nick attends college classes 2-3 time/week at various times, typically later in the day.  So there is almost always someone home.   In the evenings and weekends, we have various activities, such as sports, errands, etc. We like to walk/hike as well.  We will be glad to take the pup anywhere and everywhere with us (to the extent that would be good for the pup)."
0,3,5,5,5,5,4,3,4,4,4,4,5,3,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Iams,"Walking, fetch, play dates","M-F: Karen, Zach have a routine with work/school between 7-5. Karen works from home 2-3 times per week. Nick attends college classes 2-3 time/week at various times, typically later in the day.  So there is almost always someone home.   In the evenings and weekends, we have various activities, such as sports, errands, etc. We like to walk/hike as well.  We will be glad to take the pup anywhere and everywhere with us (to the extent that would be good for the pup)."
0,3,5,5,5,5,4,5,3,1,5,2,5,3,3,5,5,0,2,2,5,3,Labrador Retriever,Black,F,CT,Yes,Iams,"Walking, running, jumping","M-F: Karen, Zach have a routine with work/school between 7-5. Karen works from home 2-3 times per week. Nick attends college classes 2-3 time/week at various times, typically later in the day.  So there is almost always someone home.   In the evenings and weekends, we have various activities, such as sports, errands, etc. We like to walk/hike as well.  We will be glad to take the pup anywhere and everywhere with us (to the extent that would be good for the pup)."
0,3,5,5,5,5,4,5,3,1,5,2,5,3,3,5,5,0,2,2,5,3,Labrador Retriever,Black,F,CT,Yes,Iams,"Walking, running, jumping","M-F: Karen, Zach have a routine with work/school between 7-5. Karen works from home 2-3 times per week. Nick attends college classes 2-3 time/week at various times, typically later in the day.  So there is almost always someone home.   In the evenings and weekends, we have various activities, such as sports, errands, etc. We like to walk/hike as well.  We will be glad to take the pup anywhere and everywhere with us (to the extent that would be good for the pup)."
0,3,5,5,4,5,3,5,3,3,3,4,5,3,4,5,5,3,3,3,4,4,Labrador Retriever,Black,F,MD,Yes,Iams puppy chow,"short walks, ball play","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
0,3,5,5,4,5,3,5,3,3,3,4,5,3,4,5,5,3,3,3,4,4,Labrador Retriever,Black,F,MD,Yes,Iams puppy chow,"short walks, ball play","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
0,3,5,5,4,5,3,5,3,3,3,4,5,3,4,5,5,3,3,3,4,4,Labrador Retriever,Black,F,MD,Yes,Iams puppy chow,"short walks, ball play","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
0,3,5,5,4,5,3,5,3,3,3,4,5,3,4,5,5,3,3,3,4,4,Labrador Retriever,Black,F,MD,Yes,Iams puppy chow,"short walks, ball play","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
0,3,5,2,4,5,3,4,2,4,1,4,3,3,3,2,4,4,2,2,5,4,Labrador Retriever,Black,F,NY,Yes,Purina One,"Walks, Playtime","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
0,3,5,2,4,5,3,4,2,4,1,4,3,3,3,2,4,4,2,2,5,4,Labrador Retriever,Black,F,NY,Yes,Purina One,"Walks, Playtime","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
0,3,5,2,4,5,3,4,2,4,1,4,3,3,3,2,4,4,2,2,5,4,Labrador Retriever,Black,F,NY,Yes,Purina One,"Walks, Playtime","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
0,3,5,2,4,5,3,4,2,4,1,4,3,3,3,2,4,4,2,2,5,4,Labrador Retriever,Black,F,NY,Yes,Purina One,"Walks, Playtime","My husband and I are active people in our early 40s. We have a single family home on a quiet suburban cul-de-sac, walking distance to a few nearby stores, etc. Several neighbors also have dogs. We have two school aged-children ages 6 and 9; our 9-year-old is autistic but likes animals; he is very active.     My husband and I both work from home. He does sales and customer service and is on the phone a lot; I'm a freelance writer so my job involves writing/working on the computer and some phone calls.    A typical day for us is waking around 7 to get the kids ready for school by 8. My son gets a school bus at the door, then one of us drives my daughter to school. We basically work from home until 3/3:30 when it's time to get the kids from school/the bus, supervise play time and homework, dinner, showers, getting them ready for bed by 9 p.m. We usually go to bed around 11:30 p.m.     Our weekends vary - sometimes a lot of social activity going on, other times not as much."
1,3,5,5,5,5,3,3,2,5,4,3,5,4,4,4,5,3,5,5,3,3,Labrador Retriever,Black,F,CT,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.,"Hello,  We are a family of 4. Mom, Anne,  works full time leaving between 7 and 8 and returning between 4 and 5. I am a teacher leaving between 6 and 7 and returning around 3, three days a week and the other two I have shorter days. We try to spend weekends at home, often cooking and having other families over for dinner. We travel now and then. We will be away in February from the 15th to the 22nd. We also will be taking a vacation in August at Lake Winnipesaukee but we might be able to take the dog with us then. In general we live in a development in a rural community. I often take walks around the 1 mile loop around the neighborhood with other dog owners. We do not have sidewalks. Our house is very busy. We have people, friends and family both adults and kids coming and going regularly. We have a fenced in yard and a pet standard poodle, named Sanibel. We enjoy dogs and helping people. We look forward to learning more about Guiding Eyes and hope this will be the start of a long relationship.  Tony Cappelli"
1,3,5,5,5,5,3,3,2,5,4,3,5,4,4,4,5,3,5,5,3,3,Labrador Retriever,Black,F,CT,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.,"My typical weekday is that I wake up a 6:20am and get dressed, pack my backpack, and eat breakfast. Then I get on the bus to go to school at 6:57. Then I am at school from 7:15 to 2:20 then I get on the bus to go home and get home at 2:48. After I get home all I have to do is do my homework. My weekends I don't have anything except homework to do."
1,3,5,5,5,5,3,3,2,5,4,3,5,4,4,4,5,3,5,5,3,3,Labrador Retriever,Black,F,CT,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.,Get up at 530am let dog out and exercise.  let dog in and give biscut  take shower and get kids off to school   leave for work at 8am  Arrive home at 5pm  Have dinner and spend time with the family and dog.
1,3,5,5,5,5,3,3,2,5,4,3,5,4,4,4,5,3,5,5,3,3,Labrador Retriever,Black,F,CT,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.,"Hello,  We are a family of 4. Mom, Anne,  works full time leaving between 7 and 8 and returning between 4 and 5. I am a teacher leaving between 6 and 7 and returning around 3, three days a week and the other two I have shorter days. We try to spend weekends at home, often cooking and having other families over for dinner. We travel now and then. We will be away in February from the 15th to the 22nd. We also will be taking a vacation in August at Lake Winnipesaukee but we might be able to take the dog with us then. In general we live in a development in a rural community. I often take walks around the 1 mile loop around the neighborhood with other dog owners. We do not have sidewalks. Our house is very busy. We have people, friends and family both adults and kids coming and going regularly. We have a fenced in yard and a pet standard poodle, named Sanibel. We enjoy dogs and helping people. We look forward to learning more about Guiding Eyes and hope this will be the start of a long relationship.  Tony Cappelli"
1,3,5,5,5,5,3,3,2,5,4,3,5,4,4,4,5,3,5,5,3,3,Labrador Retriever,Black,F,CT,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.,"My typical weekday is that I wake up a 6:20am and get dressed, pack my backpack, and eat breakfast. Then I get on the bus to go to school at 6:57. Then I am at school from 7:15 to 2:20 then I get on the bus to go home and get home at 2:48. After I get home all I have to do is do my homework. My weekends I don't have anything except homework to do."
1,3,5,5,5,5,3,3,2,5,4,3,5,4,4,4,5,3,5,5,3,3,Labrador Retriever,Black,F,CT,Yes,Science Diet Puppy for regular sized dogs,Runs around in the back yard with us there playing with a standard poodle. Daily walks to neighbors and mail box.,Get up at 530am let dog out and exercise.  let dog in and give biscut  take shower and get kids off to school   leave for work at 8am  Arrive home at 5pm  Have dinner and spend time with the family and dog.
1,3,5,5,5,5,4,5,4,5,3,3,5,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle,"Hello,  We are a family of 4. Mom, Anne,  works full time leaving between 7 and 8 and returning between 4 and 5. I am a teacher leaving between 6 and 7 and returning around 3, three days a week and the other two I have shorter days. We try to spend weekends at home, often cooking and having other families over for dinner. We travel now and then. We will be away in February from the 15th to the 22nd. We also will be taking a vacation in August at Lake Winnipesaukee but we might be able to take the dog with us then. In general we live in a development in a rural community. I often take walks around the 1 mile loop around the neighborhood with other dog owners. We do not have sidewalks. Our house is very busy. We have people, friends and family both adults and kids coming and going regularly. We have a fenced in yard and a pet standard poodle, named Sanibel. We enjoy dogs and helping people. We look forward to learning more about Guiding Eyes and hope this will be the start of a long relationship.  Tony Cappelli"
1,3,5,5,5,5,4,5,4,5,3,3,5,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle,"My typical weekday is that I wake up a 6:20am and get dressed, pack my backpack, and eat breakfast. Then I get on the bus to go to school at 6:57. Then I am at school from 7:15 to 2:20 then I get on the bus to go home and get home at 2:48. After I get home all I have to do is do my homework. My weekends I don't have anything except homework to do."
1,3,5,5,5,5,4,5,4,5,3,3,5,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle,Get up at 530am let dog out and exercise.  let dog in and give biscut  take shower and get kids off to school   leave for work at 8am  Arrive home at 5pm  Have dinner and spend time with the family and dog.
1,3,5,5,5,5,4,5,4,5,3,3,5,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle,"Hello,  We are a family of 4. Mom, Anne,  works full time leaving between 7 and 8 and returning between 4 and 5. I am a teacher leaving between 6 and 7 and returning around 3, three days a week and the other two I have shorter days. We try to spend weekends at home, often cooking and having other families over for dinner. We travel now and then. We will be away in February from the 15th to the 22nd. We also will be taking a vacation in August at Lake Winnipesaukee but we might be able to take the dog with us then. In general we live in a development in a rural community. I often take walks around the 1 mile loop around the neighborhood with other dog owners. We do not have sidewalks. Our house is very busy. We have people, friends and family both adults and kids coming and going regularly. We have a fenced in yard and a pet standard poodle, named Sanibel. We enjoy dogs and helping people. We look forward to learning more about Guiding Eyes and hope this will be the start of a long relationship.  Tony Cappelli"
1,3,5,5,5,5,4,5,4,5,3,3,5,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle,"My typical weekday is that I wake up a 6:20am and get dressed, pack my backpack, and eat breakfast. Then I get on the bus to go to school at 6:57. Then I am at school from 7:15 to 2:20 then I get on the bus to go home and get home at 2:48. After I get home all I have to do is do my homework. My weekends I don't have anything except homework to do."
1,3,5,5,5,5,4,5,4,5,3,3,5,4,5,5,5,5,0,0,0,0,Labrador Retriever,Black,F,CT,Yes,Science Diet small bite lamb and rice,Walks and plays in yard with Poddle,Get up at 530am let dog out and exercise.  let dog in and give biscut  take shower and get kids off to school   leave for work at 8am  Arrive home at 5pm  Have dinner and spend time with the family and dog.
