RecordID,Relationship,PersonID,RelatedID,Region,dog_Tattoo,dog_CallName,dog_DogID,StartDate,DayInLife
1036,Primary,24415,0,,4AA12,Adora,16952,03/19/12,"House living, Second floor, not a too active family, still in school (late august-early june), most days it's wake up, shower, and plan the day but school days it wake up, shower, eat, go to school, come home, walk dogs, find activity,   you should know I am going to disney March 22-28, 2013 and plan on taking the puppy with me if it's approved"
1034,Primary,24414,0,,9M12,Matthew,16907,03/22/12,"Madalyn is homeschooled and has a flexible schedule.  This summer she will be home except for possibly ending attending a soccer camp in mid July.  In the fall, there may be times when we travel about an hour from Winchester for a soccer game.  On those occasions, we could be away from the house about 3-5 hours."
1004,Primary,24412,0,,7G12,Grayson,16856,04/11/12,"My typical day during the school year (mid-Sept to mid-May) is that I wake at 6:00 a.m. and get my 2 daughters (ages 10 & 13) off to school.  I usually take a walk around 8:00 a.m. before heading to my job as a preschool teacher at a local Nature Center.  I am usually home by 1:00.  I sometimes take a walk before my kids get home from school at 3:00.  We do homework from 4:00-5:00 p.m. Dinner is usually around 6:00.  We usually take an after dinner walk or play outside around until 7:00.  Bedtime for my kids is by 9:00 and I am in bed by 10:00.  I am married, but my husband is gone most of the time for work, so it's just me and my girls during the week. We just lost our beloved 13 year old yellow lab (who was a service dog trained through the Delta Society) in October, but we somehow still stick to his schedule with the walks, etc.  Sometimes habits are hard to break! I don't work during the summer, but sometimes I do kids day camps here and there.  Our entire family is home for the weekends and I pretty much stick to my walk schedule because I love being outdoors!  We are very lucky to live in a wonderful neighborhood with plenty of dog owners.  We have the Cleveland MetroPark system, Lake Erie and a man made reservoir all within walking distance from our house! We do have 3 cats, but they are used to being around dogs because of ours and others that we dog sit regularly.  (Even as I am writing this, I have a black lab and 2 Bernese Mountain dogs laying at my feet!) We would love to become puppy raisers by the end of May or early June of this year (2012).  We would prefer a yellow lab, but the gender does not matter. Thank you for your consideration!"
996,Primary,24408,0,,1DD12,Dasha,16977,04/17/12,"I live in a 3300 square foot home with my two sons, Bradley and Corey who are both attending this class. My wife passed away 8 years ago. I have always wanted a dog, but told myself I wouldn't have one until I was sure I could take care of it. Now that I have been retired for 3 years and my children are older, I think now is a good time. I recognize that a potential 15 year commitment may be a little agressive since I don't know what I will be getting into. I think raising a GEB puppy will give me the proven knowledge to raise a puppy successfully. Just reading the materials makes me sure that If this was my own puppy, I would be proud of his behaviors when I took him somewhere.     We live in a townhouse with a family next to us in the same building and neighbors in the next building about 25 feet away. The folks in the same building have no dogs, but 3 indoor cats. They have 2 children...a 6 year old girl and a 1 year old boy. The ones in the building next to us is adopting an 11 year old girl this summer and they have a very obnoxious chihuahua. They don't leash their dog and I anticipate it being a problem at some point this summer. The folks across the street have a 3 year old Puggle and the unit attached to them have a beagle and a terrier and 3 cats. The cats are always roaming the neighborhood and the beagle is never leashed.     I am home all day unless I am doing errands...grocery shopping, pick up a script, stop at the bank, Dunkin Donuts for breakfast, etc. There is no reason the pup wouldn't/couldn't go with me everytime I leave the house. I volunteer at the local middle school on Thursdays and they have already said it would be OK if the pup came with me after he is house trained. My son has already checked with the high school and they have said he could have show and tell days there so the puppy if exposed to about 1500 kids moving in the aisles after each class.    We have a camp for the summer. We would take the dog to camp with us. The camp is right on the water so he could swim. We have a 60 foot dock and a boat which he could certainly ride with us. The neighbors there are very good. One has a 13 year old yellow lab and the other is rarely there. Their nephew come now and then and has a Rotweiller.  We are at camp 4 to 5 days a week during the summer...mid-April to late October.    We are planning a cruise April 2013, usually gone for 7-9 days, so would need a sitter during that time.    I would like a female yellow lab, on the whiter side if possible. I would like to request that the name isn't Sue, Susan, or Suzanne as my wifes name was Susan and while I wouldn't have any trouble with those names, out of respect for my in-laws  I don't think those names would be appropriate.    I am a morning person whereas my sons are more afternoon to evening/night. I would hope for a puppy who isn't high energy, but one who doesn't mind moving and going out and learning new things."
1000,Primary,24406,0,,7FF12,Flower,16985,04/14/12,My husband and I live in Williston. We live in pretty large condo complex with lots of sidewalks and walking trails. Both sets of our parents live close by and we visit them often.  I am a special educator working with high needs students in Montpelier. Ben (my husband) is a student teacher and afterschool counselor working in Hinesburg. We are currently very busy and do not have time for a puppy. We will  have a lot more time in the summer when Ben is done with student teaching (late June). There is a possibility that either of us could take the dog to work in the fall so we need the puppy to do well in a  crate.    We have a four year old dachshund who is very important to us. I volunteer with him as a and trained him as a therapy dog . We visit people in the hospital once a week. He is very submissive and can be scared of larger dogs. He is particularly scared of high energy dogs. He is never aggressive but generally seems scared that he will be stepped on. We would prefer a calmer dog because this. I do feel that if he gets to know the dog  when he/she is a puppy (therefore smaller) he will get along better with the dog.   We are usually pretty busy with work during the school year but during the summer we have a more relaxed pace. We enjoy being outdoors and active (i.e. going for hikes).
1009,Primary,24402,0,,4T12,Thermo,16942,04/07/12,"I live in a house in a relatively quiet neighborhood. I work from home office and in the field. I make my own schedule. Normally Work from Home Office all day Mondays and Fridays, and maybe one other day. 2-3 days have appointments in the field - most within 20 minutes from house. When on appointments with new puppy in house, can be away no more than 2 1/2 hours at a time, or less if needed. Plenty of socialization in house and in neighborhood...regular flow of guests in house and passerbys in neighborhood, some classical musicians will occassionally be playing live music in music room (off living room) - as well, regular classical / light jazz music (piano and voice) practice by puppy raiser. Plenty of neighborhood animals (dogs and cats) nearby (three cats live across the street - a golden retriever next to that house - AND - a skunk lives in a cave on waterway side of my driveway!) Young children - toddlers in  house Golden retriever house across street. I spend a lot of time outside and inside doing light home improvement projects, gardening, etc...relatively big yard, lot is close to 1/2 acre. Well lit but quiet location considering on an intersection. I will be going for both short and extended walks with dog, also day exploration trips and to the beach. I also imagine bringing him with me occassionally to agency appointments (commercial insurance offices) when appropriate age and readiness. I would like to bring pup to schools for learning presentations, too. I will have a few neighborhood kids who will want to participate with training (junior high and highschool age.) I tend lately to have stay-cations, more that out-of-town. if I go out of town, it is normally for no more than one week at a time."
1008,Primary,24398,0,,1L411,Linus,16740,04/08/12,"Early riser--typically before 5. Daily schedule changes, but there is usually some component of work at home, and lots of walking and going into businesses/friends' houses in the neighborhood."
1007,Primary,24397,0,,1S12,Saki,16929,04/09/12,Weekday:   Wake up at 520  Shower 525-545  Breakfast 600-625  Bus 630  School 700-210  Conditioning/Practice 245-400/300-500 (not everyday)   Homework/Chilling 400-1000  Bed at 1000  Weekend:  Wake up at 900  Shower 905-925  Breakfast 935-945  Soccer Game (sometime throughout the day)  Chilling/HW rest of day  Bed 1000/1100  (Most of schedule is flexible except for school... I hear that getting an education is very important!)
1016,Primary,24352,0,,10T12,Tracker (Torch),16948,04/04/12,"A typical weekday schedule:  6:30-7:00am Wakeup and take care of Cooper (forever dog) including get busy, play, and feeding.                     Get ready for work, play with Cooper a bit and let him get busy before crating.  Noon           Go home for lunch (mostly Cooper's & future GEB Pup) and a short walk & play time with pup  5:00pm        Go home for the evening (and now play & exercise with Cooper!)    Monday nights GEB Classes & currently Wednesday nights classes for Cooper (taught by Alyssa!)    Weekends are usually commitment free and flexible for my plans!  Typically I wake up between 9 and 10 to get Cooper to allow get busy and play time or even let him nap if he wants.  Commonly watching TV, watching a movie, going for walks or similar.  When busy I commonly try to get Cooper interested in his toys and to keep him stimulated."
977,Primary,24351,0,,9T12,Thurber,16947,05/03/12,"My whole family is up around 6 am and everyone is out of the house by 8 (dad, mom, brother and me).  My mom has a flexible work schedule, and I get home around 2:30.  Our other dog is usually by himself during this time.  About 4 times a week I go to ride my horse and 1 a week I have a lesson.  We also own a lake house on Keuka that we go to some weekends when it gets warmer.  We live on half an acre but the yard isn't fenced in.  Our other dog is an 11 year old lab so a slightly less active puppy might be good."
1035,Primary,24345,0,,7G12,Grayson,16856,03/22/12,"Get two sons ready for school in the morning.  They are 11 and 13 years old.  Then I home-school a boy from 8:00am - 11:30am.  Remainder of day before they return from school involves cleaning, errands, practice music.  I teach music privately part-time.  Teaching usually starts between 3:00pm and 4:00pm and can go till about 6:00pm on some nights.  Most lessons are in my home; some are in clients' homes.  My children return home by 3:10pm.  On Sundays, I work at a local church as a Musician.  I leave by 8:00am and return by noon.  I thought I might prefer a female for  the possible smaller size; but now I'm not sure about the ""heat"" issue as I don't really know what that actually is like or how long it lasts.  During the warmer months, I like to spend time outdoors working on gardening and yard work.  We have one indoor tabby cat named Zsa-Zsa."
940,Primary,24331,0,,1FF12,Fennel,16979,06/25/12,"During the summer, my days are not very routine. Every Monday, I volunteer at Upstate University Hospital and Community General from 8am to 4pm. I also have a summer job at a local restaurant and I usually receive two 6 hour shifts a week. However, I'm an absolute homebody and when I do go over to friends, it wouldn't be a problem to take the pup with me.     During this coming school year, I will be a senior at Marcellus High School where I participate in various extracurricular activities. Sometimes I'm very busy during the nights, but I do my best to get home as early as possible. Most weekends I am usually home studying!"
1024,Primary,24329,0,,6K12,Kismet,16880,03/25/12,"My wife and I usually wake up at six o'clock. she takes a shower and I wake up our son for school and then I put our airedale out in an xpen area to get busy. I bring her inside the house feed her and get her fresh water. My wife is usually done with her shower by then and cooks breakfast for our son. I take my shower and check on the progress of our son. My wife and son eat breakfast together, she then gets dressed for work. I crab a cup of coffee and check our son's school essentials for that day. My wife leaves for work and I take our son to the bus stop where he is picked up by the town school bus. Sometimes our Airedale waits with us. I picked up the newspaper off the driveway and the airedale and I go back into the house. She will usually finish her breakfast while I read the paper and drink another coffee. After reading the paper I take away any unfinished food from the Airedale. Mid morning I check any emails or messages from our rental property tennants. If I have doctor's appointment to atytend they are usually scheduled late morning. I will in that case attend the appointments or respond to tenants requests. If the airedale is crated and sleeping I let her sleep. If she is awake we go for a neighborhood walk. When we get home she will want to lay at the front door looking at the traffic and passers by one the side walk. She usually falls asleep. I prepare our evening meal and may text or talk to our twin nineteen year old girls in college. Our son comes home from school at about 3:30. He has is snack and review any schoolwork or homework he may have. I finish up preparing super and my wife arrives home at 4:15. I set the table and we eat at about five PM. At this time my son will feed the Airedale. We finish super and clean up about six. We usually watch the news and some type of crime shows until later in the evening. During this time period our Airedale may want to go out several times even if she doesn't have to get busy. She just goes through this routine to get treats from us. Since she is a older dog  we give in a treat het, even though she hasn't done her business every time. My wife reads for a while then goes to bed at nine. I check our son's homework and he's in bed by ninethiry, lights out at te. I'll watch TV for a half hour and go to bed about ten thirty. I secure the bathroom and put the Airedale to bed if she is not already there on her pillow bed. Then I head for bed."
1029,Primary,24325,0,,10C12,Clifton,16820,03/23/12,"Two typical days, one in Watertown, the other in Vermont:  In Watertown we get up @ 6:30, feed cats, grandson, (pup), ourselves.  Out for exercise, walking in woods or at Crestbrook Park, along the road. Home to work (I have many writing responsibilities, I'm an editor of a journal. I have lots of Land Trust duties.) Later I go to swim at the Y a couple of times a week, to shop for food.  I always ride my bike, either indoors or out, 10 miles a day.  I have sporadic meetings to attend.  But my time is flexible.  Typical day in VT; rise later, walk with the ladies' group (sometimes as many as 30 women walk for an hour together.  Some of them have dogs.) swim, visit with cousins, children, grandchildren.  As usual I bike every day. Writing chores continue. One afternoon a week Hu and I work in the local library (pup could do that too).  Btw, our vet there is Dr. Steven Sanford, Garvin Hill Rd. Greensboro VT 802 533-7070  One more thing:  From June 16-23 we're going to France, flying from Montreal to Geneva.  Shall we ask Rachel Silverman to help us find proper care for the puppy, or shall we bring him to Watertown?"
1041,Primary,24299,0,,5P12,Patience,16918,03/14/12,"During the week I work at my family business and we homeschool.  We are also involved in a few activities a few nights a week.  We have lots of flexibility.  I am planning on taking puppy to work with me  most days as I take my children as well.  My daughter is 12 and is planning on being my main assistant when I have to focus my attention elsewhere.  weekend is flexible as well.  We do like to go camping and be active on the weekend.  We do live on a main street in the town of harrington Delaware so we have neighbors very close.  We also have a fenced in yard along with 2 beagle boys who are fixed.  We were thinking a girl pup would suit us more but understand if that is not possible.  Also we have 2 trips coming up, the first is tentively planned for oct.  we will be going to England, France, and Italy for 2 weeks.  in January 2013  we will be going on a 1 week cruise"
1047,Primary,24298,0,,1N12,Navy,16909,03/09/12,"get up at 5:30 , eat breakfast, read newspaper, shower, husband and 3 daughters get up.  I leave by 7 Mon-Sat. after husband puts youngest on the bus at 8:30 he works out of home in his office. I usually return from work anywhere btwn 1200 - 1:30. I am at home or running errands until the kids come home.  Then we have dinner and take girls to their activities.  lacrosse, softball, tumbling, cheerleading. Puppy would just go along with us.My only concern is when my husband has business trips, then the puppy would be home alone in the mornings. My son lives up at University of Delaware but usually stops home some weekends."
1018,Primary,24294,0,,5K12,Kilroy,16879,04/02/12,"Kids: 11,13,15 up at 6am for school.  Main caregiver works in a home office.  May leave the house during the day for a meeting or errands for aprox 1 hr. Have 3 children, lead an active schedule. Almost always someone is home.  Have 1 older cat. Sometimes foster kittens for 1-2 weeks.  This may or may not continue if we get accepted to guide dog parent/ fostering. Weekends: have 2nd home where we may go; but dog would go with us.  Go on week long trip to Alleghany State Park where puppy would either go with; or stay at GEB mentioned vacation/home (Worskbicki family)"
1040,Primary,24285,0,,3D12,Denton,16833,03/16/12,"6:00 rise, read or computer time  7:00 breakfast  7:30 visit with an elderly neighbor, kids get up  8:45-11:00 water aerobics class/gym (MWF)    11:30 lunch  12:30 miscellaneous stuff at home or errands  6:00 suppertime  9:30 bedtime  Sunday 9:15-12:45 church  Monday the kids are gone from 8:00-4:00 for classes.  Tues. 8:00-11:00 piano lesson and errands on the way home.  Saturday - various schedule.    I had an accident last April and had knee surgery.  Knee is a bit fragile.  I have some difficulty getting up and down off the floor."
1057,Primary,24278,0,,6C12,Carmel,16816,03/04/12,I own a local tavern 1 mile from my home. it is open 365 days a yr.  Every day at noon.  I will essentially be able to have the pup with me all the time.  I do not work any of the shifts myself.  My work is behind the scenes.  I will be able to highly socialize the pup.  I am a single person with 3 college aged young men.  I own my own home.  Great yard.  Great neighborhood.(the young men are my 3 sons!)
1061,Primary,24277,0,,5C12,Cairo,16815,03/02/12,"I wake up at about 5am every day. I brush my teeth, wash my face. If I didn't prepare lunches the night before I do so then. I get my cloths ready for work, take a shower and do my hair. I leave for work at 6:50am and eat breakfast there. I get home for lunch 3 out of the 5 days a week I work. I get home between 4-6pm. My days off are Monday and Tuesdays. Friday and Saturday I don't have to go to work until 9am. I generally get home early on Sundays, around 2 or 3pm. After work I help with homework, start dinner, and relax. There are no after school activities going on now, so there are no obligations. I like to go to church on Wednesday nights from 7-9pm. We also may go to my fathers once a week for dinner. We like to go to bed between 8:30pm and 9:00pm."
1063,Primary,24263,0,,2K12,Kimberly,16876,03/01/12,I'm currently working one day a month - in May and June it may become one day a week.  When not working my schedule is totally flexible.  If I am chosen to be a puppy raiser I would prefer a female pup if possible.
1090,Primary,24223,0,,5R411,Raider,16775,02/01/12,"We live in a single family home on a cul de sac;  the lot is a fenced in, about a quarter acre and backs up to a small woods.  I stay at home and do volunteer work for the school system for two hours one day a week. I have flexibilty in my schdule for chores and errands out of the house; therefore I am usually never gone for more than an hour or two on any given day.  My husband works in Washington DC and is gone five days a week (Monday thru Friday) from 8AM until about 7PM.  Most weekends we are home."
1076,Primary,24222,0,,5S411,Sirius,16785,02/05/12,"School, afterschool activities, sportsevnts on weekends, mom stays home all day (likes to walk) and go grocery shopping."
1017,Primary,24216,0,,3K12,Klondike,16877,04/02/12,"I am a chef who can leave the puppy in a crate in the back office when i am working the line. I have the ability to let the dog ""get busy"" during my 8hr shift. The rest of my week is extremely flexable. I usually get up at 5am and go to the gym from 6-7 (the dog can come with me) I then work from 9-2 M,T,W,R. F,S,Sun are 12 hr shifts for me at work but my family (who will be attending class as well) can take care of the pup or the pup can be crated in the office at work.   I live in a house with my mom and sister (15yr old). We have a 5 yr old silky terrier (Andy)  who gets along with other dogs. My mom takes Andy everywhere with her, he is never crated always goes along for car rides. We have a minivan and the ability to put a crate in the back. I have a small 4 door car and will have the pup on the floor. In the fall I will be commuting to college to obtain my second degree. My work schedule will change and I will be working less hours."
1072,Primary,24152,0,,3P411,Payson,16768,02/07/12,"I am working on a master's degree in library science online.  I am taking classes full-time and I am not working so that I can get through the master's program more quickly.  I am not planning to get a job until I am finished with the degree.  I will graduate in December or next May, and will hopefully find a job in a library afterward.  In my experience library jobs tend to offer fairly flexible schedules, and when the time comes I don't foresee a problem with accommodating the pup's needs.  For now, though, my schedule is almost entirely flexible.    I wake up in the morning anywhere between 8:30 and 10:30, but I will adapt this to fit the puppy’s schedule.  I sleep later now because I don’t have to be a certain place by a certain time, but with a pup to look after, this would be different.  I wake up, have breakfast, read for a little while to give myself time to wake up, and then take a shower and get ready for the day.  My day is pretty simple because I spend most of my time reading textbooks, writing papers, and working on assignments during the day.  Usually I go to Starbucks or the library to study for a couple of hours in the morning or afternoon (one or the other). While the pup is on a schedule where he needs to go out every hour or so, I plan to stay at home during the day to attend to his bathroom needs.  I could study at Starbucks again occasionally when the pup is old enough to stay in a crate for a few hours, but I can study effectively at home so this isn’t a requirement.  If I don’t go to Starbucks to study, I like to go on a walk around downtown White Plains, go on an errand to the grocery store or Target, or go to the gym downstairs.  These activities each usually take about an hour.    Michael gets home around six in the evenings, and we usually have dinner between six and eight.  We watch a TV show or read in the evenings, and I spend time knitting or working on homework.  I have class from 6-10 pm on Mondays and Thursdays, and I have to concentrate most of my attention on class during this time.  Michael is home by the time class starts or shortly thereafter.  He can take responsibility for the puppy on those nights.  Once or twice a week we go out for a few hours in the evening to go to a movie or hang out with friends—this is of course flexible.  On weekends we bake, run errands, go for walks, and do chores around the house.  For example, we might go to a yarn store or the grocery store.  Sometimes we visit NYC for the day.  We don’t need to do this until the puppy is old enough to handle it, and we could spend shorter periods of time there so as not to overwhelm him.  We usually take the train but driving the car is an option, too.  We are both very willing to plan our activities around the puppy’s needs and as you can see, my schedule in particular is very flexible.    I left my car in Atlanta, and I’m planning to leave it there at least until the ice and snow driving season is over.  I can walk everywhere I need to go during the day: the grocery store, Target, bookstore, Starbucks, library, etc. are all within easy walking distance.  Michael has a car and will be able to take the puppy and me where we need to go.  It’s also an option for me to drive him to work and use the car during the day—as long as it’s not snowing.  The puppy will be able to get used to riding in a car.    We live on the sixth floor of an apartment building in White Plains.  I don’t really know our neighbors, but they’re quiet.  Other dogs live in our building, so hopefully we will pick up some tips in class about how to handle running into these dogs on our way outside.  We have a one-bedroom apartment.  I will have time to take the dog on walks during the day so he won’t be too hyper or feel cooped up inside.    The main thing that I wanted to talk to you about is that one of the conditions of my move to New York was that I would be able to visit my family in Atlanta occasionally.  I am very close to my mom, so it is important to me to be able to see her.  Michael and I had planned for me to fly to Atlanta approximately once every two months or so.  Since I can continue my class work there, I had planned to spend about a week there at a time.  It is important to me that I am able to visit with my family sometimes, but I will make it a priority to plan these trips in the best interest of the puppy.  Michael and I have thought about options to take care of the puppy’s needs in this situation.  With all the dogs in our apartment building, we could find a responsible dog walker to let the dog out at lunchtime if this is acceptable to Guiding Eyes.  If not, Michael could come home during his lunch break if necessary.  Also, I don’t know what the Guiding Eyes policy is on bringing puppies on airplanes once they are old enough to handle it, but if Guiding Eyes and the airline would allow it, I’d be willing to bring the dog with me so he would have experience with flying.  My priority is to plan visiting around the puppy’s needs.    Finally, I’d like to request that we get a Lab rather than a German Shepherd if possible.  I have allergies, and allergy medicine helps enough that I am fine around Labs (my family’s dog, Ivy, is a Lab) but I don’t think I would do as well with a German Shepherd.    I tried to include everything I could think of about what my life is like--hopefully I didn't write too much!  Please call or email if you have any questions or want to discuss anything!  Thanks :)"
1070,Primary,24149,0,,1P411,Paulette,16766,02/08/12,"I am not working now, so I am home during the days during the week as well as weekends. My typical week involves several periods of time commitment. I take classes Tues and Thurs evenings and Sunday afternoon.  I am typically away from the apartment 2-3 hours for these periods. I also exercise in the mornings, two to three times per week, although the days and times vary. I am usually exercising first thing in the morning, typically starting sometime between 7:15AM and 8:30AM. The duration is usually 30mins to an 1.5 hours, I also am out of the house mid-day on Tues and Thurs, usually for an 1-2 hours. Outside of those commitments, my remaining time is open and flexible. We have a dog already and we live near the park, so we are in the park at least twice daily for anywhere from half and hour to an hour with our dog; weekend days are typically longer. We live in a 3rd floor apartment and often take the stairs down and ride a small elevator up to our apartment. The apartment is one bedroom so we spend almost all of our time in the front room, which is fairly open and sizeable (for NYC). If not in the front room, we are in the ktichen, which is fairly small.    My wife and I expect to travel periodically to Boston, so we would be traveling in a car with the dog periodically as well.    The timing of my return to work is uncertain. If I were to return to the same field, which is yet to be determined, my evenings can be interrupted unexpectedly, although the frequency of these occassions is low, but have flexibility of time during the days."
1097,Primary,24145,0,,1M411,Mattie,16760,01/18/12,"I am a grant writer.  I have a very flexible schedule and generally work from home.  Ricky's schedule is not very flexible.  He usually gets up around 7 am and works 10 - 12 or more hours a day.  I get the kids off to school between 815 and 9.  The kids are home by 330 - 4 each day.  Homework, music lessons, and sports occupy our after school hours.  I usually don't get to bed before mid-night.  I tend to write at night.  Our weekends are occupied with soccer, hockey, playdates, homework, and music studies.  Generally Ricky and I are both home with the kids on the weekends and, except for set game times (which vary every weekend), our weekends are flexible.  We live in a single family home in the City.  City sounds (train, police cars, fire trucks, children playing), smells, and experiences are a daily part of our life.  We live near the RTA, the Nature Center, and Shaker Square.  We walk to shops, restaurants, concerts, the Nature Center, Shaker Square, barber shop, etc. during the summer.  I go to Chicago for one week every July and a home swap would probably be necessary that week."
1079,Primary,24142,0,,2R411,Radley,16772,02/04/12,"I am typically done with classes at noon m-f. I work at a genetics lab on Cornell's campus usually about 3 days/week after class for roughly 2 hours. On the weekends my schedule is completely open. I am a member on the E-Board of 3 campus organizations. I am most free in the afternoons/evenings. I live in an apt/house where my landlord lives upstairs. He is not big on pets due to previous furniture stains caused by a prior tenant's dog but made an exception for me seeing I would be working for Guiding Eyes. Therefore I ask that I could work with a male puppy. Additionally, I would LOVE to raise a Golden retriever if possible, but a Lab would also work :)"
1028,Primary,24137,0,,5R12,Ralphie,16927,03/23/12,"I'm a young-at-heart woman who is married and has 3 grown children. Currently, 2 still live at home and 1 of those 2 goes to college. The other works 2 jobs, but she is home every night to sleep. Our other daughter lives out of state and comes home to visit during holidays and long weekends. We have 2 cats that have been exposed to the neighbor’s dogs, so they are getting used to having a dog around. My husband and I work during the week—he goes to work at 5:30 and I leave for work at 7:15. He is usually home around 4, but only works 4 days of the week. I get home around 5:30 and work 5 days a week. On Saturdays we go to puppy class in the morning, and then the rest of the day is open to whatever may be planned. Sundays we go to church in the morning then grocery shop around noon. We eat family dinner when the kids get home from work, usually around 5 or 6. Our daughter will invite friends over to watch TV in the evening. My husband and I are usually in bed by 11 every night. The cats sleep with our daughter but roam the house during the day and evening. I do work from home about one day a week but not every week. Monday nights during the fall and spring I bowl. Tuesday nights we have choir practice for an hour. Thursday nights we attend Weight Watcher meetings for an hour. We have season tickets to SU basketball games. We live in a suburb of Syracuse on a quiet street. We are friends with the neighbors who are very supportive. I'm still waiting to hear from my supervisor if HR will allow me to bring the puppy to work. Once I get the ok from everyone that will be my daily plan. Our daughter doesn’t go to work until later in the morning or early afternoon, so taking the puppy out will not be a problem. If she has to work early, my neighbor who is a puppy raiser said she will come let the puppy out. My husband and I do have a gym membership and we go about 2 evenings a week for about an hour each time. We sound very busy but we have a lot of time to relax too. With the exception of my work, the puppy would be involved in everything I do but limited on what my husband does as he would not be taking the puppy to work--he works in a warehouse with semi trucks and other equipment that he would not be able to maintain control of a dog while doing his job. I work as a computer tech support person in a business office, so I have more opportunity for teaching moments that would be safe for the puppy."
1101,Primary,24098,0,,1J411,Jasek,16726,01/08/12,"Our family consists of Bill, who works full time outside of the home, Terry, who also works full time outside the home, Michael, who is a full time college student living away from home, and Ann, a high school senior.  On a typical day Terry will get up first, take the puppy outside to get busy, feed the puppy, and then do some training.  Terry will take the puppy to work with her, frequently taking him from his crate for training and exercise.  Ann will work with the puppy after school and in the evening.  Bill and Terry will work with the puppy again in the evening, taking the puppy for a long walk before bedtime.  We have another dog, Frampton, a 3/4 Golden Retriever 1/4 Poodle mix who is a seven year old male who expects to be walked and played with daily.  Frampton is not particulalry good with other dogs, usually barking at the initial meeting.  However, he does settle down quickly and accepts the other dog.   We live in a two story house in the Village of East Aurora.  We have a large kitchen/family room where we spend most of our time.  This area is closed off from the rest of the house which will make it easier to monitor the puppy's behavior.  Our location in the village will allow us to have many socialization opportunities.  We are all in good shape physically so will not have a problem exercising the dog.  We plan on taking him to local parks and for hikes.  Terry's parents are in a senior living facility and she stops by to check on them frequently and will be taking the puppy with her.  We are concerned that there is not much diversity in our village, so we are planning on taking the puppy into the city for more socialization activities.    Ann will be leaving for college in August and Bill will be away for a five week period in late May and June."
1102,Primary,24096,0,,2L411,Lapis,16741,01/06/12,"Spouse leaves for work about 7 am.  Before that, our other dog is fed and walked, and the 2 cats fed.  I am now home most of the day.  Twice during workweek visit father in assisted living, days can vary..but gone about 3 hours on those days, usually tues and thurs.. There are the usual errands and work on computer during day.  Live close to Clarendon which is very dog friendly, so lots of places for socialization. We live in a house with a fenced backyard...neighborhood very dog friendly, but unfortunately that means some walk their dogs without a lead...some of our streets have sidewalks, and some do not.  Our cats are of the ""in your face"" variety..one in particular follows me about quite a bit, has swatted at dog a couple of times which was all that was necessary for this dog.  The other one does play and run (usually in the evening) despite their older ages. The cats did adapt to the greyhound with no problem. The dog sleeps in her bed when not being walked or fed or played with...very docile, so much so that it will require me to teach the pup to leave her alone..her only reaction will be to go somewhere the pup isn't, if being bothered by the pup.We like to travel, but our pet menagerie at moment doesn't allow for much..on driving trips take the dog as much as possible.  No long trips planned at the moment.  Weekends much the same with day trips to visit sister in DC, usually take the dog.  Live near a bike path where either walk the dog or bike on nice days."
1107,Primary,24041,0,,2P411,Pilar,16767,12/17/11,My day is very flexible because I drive a school bus part time.  I don't usually drive a morning route but I drive a mid day to afternoon route.  My time in between is very flexible.  My daughters Margaret and Jesse will also be training a pup with me.  They both work and go to school one is in college and the other high school.  I do not work on weekends so I am very flexible on weekends.  We live next door to family and enjoy the outdoors.   We also have a large yard and live in a rural setting.  Along with a large sheppard we have two cats two mini goats a rabbit and as of today 11 chickens.
1130,Primary,24000,0,,5S311,Shannon,16639,11/26/11,"I a stay-at-home Mom and live with my 13-year-old son Oliver. We live in the suburban area of Chagrin Falls in single family home in a quiet cul-de-sac. We have a large yard and woods with paths behind the house.  My schedule is very flexible and open. I spend time working on the computer for various non-profits and have frequent conference calls.  We might want to travel for a few days over Spring Break if GEB has access to a puppy sitter (if not, we would stay home).  We have not raised a puppy before, but have fostered litters for many years for Rescue Village. We have a 2-year-old cat who gets along great with dogs; he is very calm, social and friendly.  Please feel free to contact me for further questions: (440) 241-4914.  Thank you!  Claudia & Oliver"
1139,Primary,23999,0,,1T311,Trooper,16643,11/16/11,"I'm currently unemployed, so i surch for jobs on the computer for 2-3 hours a day so im pretty flexable until i find a job, i have a female Shih Tzu and a female cat, i also take care of my elderly mother who lives with me, im never out of the house for long periods of time, the only change will be if i find work in the near furture"
1141,Primary,23997,0,,1P311,Palmer,16623,11/15/11,I'm a school bus driver my schedule is split am 6:30-9:00  pm 1:30-4:30 I work some other times on feild trips Jan & Feb Saturdays all day for ski club. I have an exercize class 2-3 times a week. I'm off all summer and travel about 3 times a year
